Species3,Family3,Order3,BeakLengthCulmen,BeakLengthNares,BeakWidth,BeakDepth,TarsusLength,WingLength,KippsDistance,Secondary,HandWingIndex,TailLength,Mass,Habitat,TrophicLevel,TrophicNiche,PrimaryLifestyle
Haliaeetus sanfordi,Accipitridae,Accipitriformes,59.5,38.9,18.6,26.9,83,523.2,186.8,336.4,35.7,265,1980,Forest,Carnivore,Omnivore,Generalist
Haliaeetus vocifer,Accipitridae,Accipitriformes,58.4,42.2,16.8,25.1,88.2,548.2,184.2,366,33.5,228,3400,Wetland,Carnivore,Aquatic predator,Insessorial
Haliaeetus vociferoides,Accipitridae,Accipitriformes,57,34.4,16.6,25.1,93.3,487.2,156.2,333,31.9,236.8,3000,Woodland,Carnivore,Aquatic predator,Insessorial
Haliastur indus,Accipitridae,Accipitriformes,48.8,24.4,12.9,17,48.2,399.8,147,257.2,36.4,203.8,529,Coastal,Carnivore,Omnivore,Generalist
Haliastur sphenurus,Accipitridae,Accipitriformes,40,23.1,13.1,18.2,58.8,407.4,186.2,221.5,45.6,264,753,Wetland,Carnivore,Omnivore,Aerial
Hamirostra melanosternon,Accipitridae,Accipitriformes,40.1,23.8,12.7,16.3,53,472.6,244.5,226,52,233,1196,Woodland,Carnivore,Vertivore,Aerial
Harpagus bidentatus,Accipitridae,Accipitriformes,23.7,14.6,11.3,13.5,43.1,210.3,64.6,153.7,29.6,161.1,215.3,Forest,Carnivore,Invertivore,Insessorial
Harpagus diodon,Accipitridae,Accipitriformes,23.2,13.8,10.7,13.5,34.2,201.4,62.5,140.3,30.8,158.6,200,Forest,Carnivore,Invertivore,Insessorial
Harpia harpyja,Accipitridae,Accipitriformes,70.8,41,17.2,36.4,102.4,569.5,262.7,285.7,47.9,442,4800,Forest,Carnivore,Vertivore,Insessorial
Harpyhaliaetus coronatus,Accipitridae,Accipitriformes,60.9,39.9,15.8,29.7,119.4,533,177.5,361.2,33,262.2,2950,Shrubland,Carnivore,Vertivore,Insessorial
Harpyhaliaetus solitarius,Accipitridae,Accipitriformes,58.6,36.8,18.7,28,120.4,526.2,150.6,370.9,28.9,245.3,3000,Forest,Carnivore,Vertivore,Insessorial
Harpyopsis novaeguineae,Accipitridae,Accipitriformes,60,39.8,18.2,33.2,133.8,426.2,72.2,354.1,16.9,377,1959.6,Forest,Carnivore,Vertivore,Insessorial
Helicolestes hamatus,Accipitridae,Accipitriformes,34.8,26.1,10.9,11.6,46,290.3,64.5,225.8,22.3,125.5,425.5,Forest,Carnivore,Invertivore,Insessorial
Henicopernis infuscatus,Accipitridae,Accipitriformes,30.8,20.5,10.1,15.3,41.4,337,127,210,37.7,253,571.2,Forest,Carnivore,Invertivore,Generalist
Henicopernis longicauda,Accipitridae,Accipitriformes,31.7,21.6,11.2,14.3,50.4,394.6,157.2,241.5,39.4,301.4,571.2,Forest,Carnivore,Invertivore,Generalist
Hieraaetus ayresii,Accipitridae,Accipitriformes,33.5,20.5,11.7,17.8,68.2,383.5,130,251.8,34.2,210,806.1,Woodland,Carnivore,Vertivore,Aerial
Hieraaetus morphnoides,Accipitridae,Accipitriformes,35.7,20.6,10.9,18.1,54.5,364.8,161.2,198,44.9,205.2,775.1,Forest,Carnivore,Vertivore,Generalist
Hieraaetus pennatus,Accipitridae,Accipitriformes,33.8,19.1,10.1,17,65.3,361.8,151.3,209.1,42,198,823.8,Forest,Carnivore,Vertivore,Generalist
Hieraaetus spilogaster,Accipitridae,Accipitriformes,44,27.5,14.4,22.6,91.1,427.6,151.2,278.8,35.2,254.8,1466.2,Grassland,Carnivore,Vertivore,Generalist
Hieraaetus weiskei,Accipitridae,Accipitriformes,30.4,18.9,10,17,55,337,111.5,225.5,33.5,172,775.1,Forest,Carnivore,Vertivore,Generalist
Ichthyophaga humilis,Accipitridae,Accipitriformes,49.5,27.1,13.6,18.6,63,353.2,116.3,234.4,33.1,182.8,782,Wetland,Carnivore,Aquatic predator,Insessorial
Ichthyophaga ichthyaetus,Accipitridae,Accipitriformes,66.1,36,16.8,25.7,81.7,471.2,134.6,330.4,29,268.8,1590,Woodland,Carnivore,Aquatic predator,Insessorial
Ictinaetus malayensis,Accipitridae,Accipitriformes,51.5,26.1,13.7,18.6,68.7,552.8,240.5,316.8,43.2,314.4,1028,Forest,Carnivore,Vertivore,Aerial
Ictinia mississippiensis,Accipitridae,Accipitriformes,23,14.7,11,12.3,37,291.8,156.5,135.2,53.6,150.2,276,Woodland,Carnivore,Invertivore,Generalist
Ictinia plumbea,Accipitridae,Accipitriformes,23.9,15.1,10.8,13.4,33.2,285.6,117.8,164.9,41.8,134.8,249.9,Forest,Carnivore,Invertivore,Generalist
Kaupifalco monogrammicus,Accipitridae,Accipitriformes,29.3,15.8,10.1,12.8,53.1,217.4,70.4,146.8,32.4,142.6,278.9,Woodland,Carnivore,Invertivore,Insessorial
Leptodon cayanensis,Accipitridae,Accipitriformes,33.9,22.4,11.5,16,38.5,302.8,57,245.8,18.8,221.8,474,Forest,Carnivore,Omnivore,Insessorial
Leptodon forbesi,Accipitridae,Accipitriformes,36.2,23.3,12.2,17.4,43.1,316.2,89.4,226.8,28.5,233.4,577,Forest,Carnivore,Omnivore,Insessorial
Leucopternis albicollis,Accipitridae,Accipitriformes,38.8,24.8,14.2,19.6,82.9,358.3,93.2,273.6,25.4,216.8,703.7,Forest,Carnivore,Vertivore,Insessorial
Leucopternis kuhli,Accipitridae,Accipitriformes,30.4,18.3,11.4,15,56.2,207.6,54.5,156.6,25.8,148.6,352.1,Forest,Carnivore,Vertivore,Insessorial
Leucopternis lacernulatus,Accipitridae,Accipitriformes,34.8,21.5,11.7,15.5,77.2,293.8,87,207.2,29.6,157,312,Forest,Carnivore,Vertivore,Insessorial
Leucopternis melanops,Accipitridae,Accipitriformes,29.6,18.3,11.1,15.3,56.5,210.8,60.5,149.2,28.9,130,312,Forest,Carnivore,Vertivore,Insessorial
Leucopternis occidentalis,Accipitridae,Accipitriformes,36,22.9,12.4,18.5,76.2,346.2,97.8,248.5,28.2,192,660,Forest,Carnivore,Vertivore,Insessorial
Leucopternis plumbeus,Accipitridae,Accipitriformes,32.1,21,11.2,16.7,58.9,238,74.2,164.8,31,145.4,482,Forest,Carnivore,Vertivore,Insessorial
Leucopternis polionotus,Accipitridae,Accipitriformes,38.4,24.2,12.8,19.7,84.6,365.8,111.5,245.5,31.3,188.2,703.7,Forest,Carnivore,Vertivore,Insessorial
Leucopternis princeps,Accipitridae,Accipitriformes,43.5,28.6,13.8,20.4,86.5,364.7,107.4,257.2,29.5,192.7,1000,Forest,Carnivore,Vertivore,Insessorial
Leucopternis schistaceus,Accipitridae,Accipitriformes,35.5,22.6,12.6,18.1,75.7,272,70,204.5,25.5,173.2,1000,Forest,Carnivore,Vertivore,Insessorial
Leucopternis semiplumbeus,Accipitridae,Accipitriformes,28.8,17.1,9.7,14.9,53.8,191,47.7,146.5,24.6,123.8,285,Forest,Carnivore,Vertivore,Insessorial
Lophaetus occipitalis,Accipitridae,Accipitriformes,46.6,23.6,11.1,17.4,93.3,373.6,116.1,255.3,31.3,201.4,1067,Forest,Carnivore,Vertivore,Insessorial
Lophoictinia isura,Accipitridae,Accipitriformes,45.2,28.2,15.1,18.6,71.6,471.2,227,244.2,48.1,224.2,579.4,Forest,Carnivore,Vertivore,Aerial
Lophotriorchis kienerii,Accipitridae,Accipitriformes,46.1,20.5,11.9,17.2,53.5,366.2,127.6,227.5,35.9,216.3,799,Forest,Carnivore,Vertivore,Aerial
Macheiramphus alcinus,Accipitridae,Accipitriformes,45.1,15.1,9,12.7,54.2,360.2,179,186,49,189.8,650,Forest,Carnivore,Vertivore,Aerial
Megatriorchis doriae,Accipitridae,Accipitriformes,35.1,19.9,11.6,16.7,80,290.5,75.6,214.9,26,257.5,1000,Forest,Carnivore,Vertivore,Insessorial
Melierax canorus,Accipitridae,Accipitriformes,33.5,18.8,11.1,23.8,100.6,353,141.5,215.8,39.7,230,663.3,Shrubland,Carnivore,Vertivore,Generalist
Melierax gabar,Accipitridae,Accipitriformes,20.2,11.5,7.8,11,47.2,187,64.6,123.7,34.3,147.5,169.6,Grassland,Carnivore,Vertivore,Insessorial
Melierax metabates,Accipitridae,Accipitriformes,32.5,18.6,11,17.5,85.6,317.6,111.8,208.9,34.9,216,674.5,Shrubland,Carnivore,Vertivore,Insessorial
Melierax poliopterus,Accipitridae,Accipitriformes,33.3,19.2,12.1,23.6,88.4,305.8,113.7,193.1,37.1,203.6,629.9,Shrubland,Carnivore,Vertivore,Insessorial
Milvus migrans,Accipitridae,Accipitriformes,40.1,22.4,12.9,16.5,51.9,466.4,219.9,237.5,48.1,293.8,734.1,Woodland,Omnivore,Omnivore,Aerial
Milvus milvus,Accipitridae,Accipitriformes,40.2,26.6,13.2,18.7,52.9,481.5,241.6,241.6,49.9,317.3,1071.8,Shrubland,Omnivore,Omnivore,Generalist
Morphnus guianensis,Accipitridae,Accipitriformes,48.4,30.3,14.6,22.8,85.3,464.8,107.1,358.6,23,372.8,1750,Forest,Carnivore,Vertivore,Generalist
Necrosyrtes monachus,Accipitridae,Accipitriformes,63.9,42.5,13.6,15.2,78.7,471.4,181.5,288,38.7,223,2043,Shrubland,Scavenger,Scavenger,Terrestrial
Neophron percnopterus,Accipitridae,Accipitriformes,61.7,33,10.4,13.5,77.2,490.8,236,255,48,247.2,2082,Grassland,Omnivore,Scavenger,Generalist
Nisaetus alboniger,Accipitridae,Accipitriformes,48,24.3,12.9,20.3,77.1,325.2,82,245.2,25.1,239.5,830,Forest,Carnivore,Vertivore,Insessorial
Nisaetus bartelsi,Accipitridae,Accipitriformes,42.7,27.8,14,21.3,100.3,378,83.4,294.5,22.1,228.4,830,Forest,Carnivore,Vertivore,Insessorial
Nisaetus cirrhatus,Accipitridae,Accipitriformes,49.9,25.8,12.6,21.7,97.7,414.6,115.8,298.5,27.9,289.8,1475.1,Forest,Carnivore,Vertivore,Insessorial
Nisaetus floris,Accipitridae,Accipitriformes,41.7,26.5,12.8,21.6,113.9,436.7,115.9,320.8,26.5,229.3,1475.1,Forest,Carnivore,Vertivore,Insessorial
Nisaetus lanceolatus,Accipitridae,Accipitriformes,39.3,26.8,12.8,21.6,90.5,373,90.5,285.8,24,261.8,1168,Forest,Carnivore,Vertivore,Insessorial
Nisaetus nanus,Accipitridae,Accipitriformes,44.2,21.6,11.3,17.3,75.5,312.7,79.8,234.6,25.4,240.8,557.8,Forest,Carnivore,Vertivore,Insessorial
Nisaetus nipalensis,Accipitridae,Accipitriformes,44.2,28,13.1,23.5,101.2,423.7,107,317.6,25.1,286.4,3005,Forest,Carnivore,Vertivore,Insessorial
Nisaetus philippensis,Accipitridae,Accipitriformes,39.6,25.3,12.3,20.6,91.7,354.2,89.6,265,25.3,252.5,1168,Forest,Carnivore,Vertivore,Insessorial
Pandion haliaetus,Accipitridae,Accipitriformes,47,27.7,17.3,19.6,49.8,468.4,204.8,253,44.9,201.3,1483.2,Marine,Carnivore,Aquatic predator,Aerial
Parabuteo unicinctus,Accipitridae,Accipitriformes,34.4,21.4,11.4,16.6,81.6,320.8,99.8,223.2,30.8,222,850.3,Shrubland,Carnivore,Vertivore,Insessorial
Pernis apivorus,Accipitridae,Accipitriformes,34.8,19.1,11.7,13.7,43.9,407.4,154.2,253,37.9,253.2,754.4,Forest,Carnivore,Invertivore,Insessorial
Pernis celebensis,Accipitridae,Accipitriformes,32.4,18.9,11.2,14.8,42,364.4,105,259.4,28.8,251.8,722,Forest,Carnivore,Invertivore,Insessorial
Pernis ptilorhyncus,Accipitridae,Accipitriformes,55.9,21.4,13.1,15.4,49,413.6,130.7,278.6,32,263.8,1141.1,Woodland,Carnivore,Invertivore,Insessorial
Pithecophaga jefferyi,Accipitridae,Accipitriformes,85.3,57,20.8,49.6,133.8,585.8,178.7,407.1,30.3,423,5175.3,Forest,Carnivore,Vertivore,Insessorial
Polemaetus bellicosus,Accipitridae,Accipitriformes,54.3,34.7,16.8,28.7,112.4,571.6,205.8,374.2,35.5,256,3964.5,Grassland,Carnivore,Vertivore,Aerial
Polyboroides radiatus,Accipitridae,Accipitriformes,36.8,20.9,10,16.1,89.9,397.4,112.2,287,28.1,298,633.2,Forest,Carnivore,Vertivore,Generalist
Polyboroides typus,Accipitridae,Accipitriformes,39.1,21.3,10.3,16.6,88.1,443.1,157,285.5,35.4,289.9,633.2,Forest,Carnivore,Vertivore,Insessorial
Rostrhamus sociabilis,Accipitridae,Accipitriformes,33.1,23.8,11.1,11.3,49.9,344.8,134.8,206.7,39.1,169.3,366.9,Wetland,Carnivore,Aquatic predator,Insessorial
Sagittarius serpentarius,Accipitridae,Accipitriformes,59.4,40.2,19,24.1,269.9,615.5,250.2,365.2,40.6,551.8,4017,Grassland,Carnivore,Vertivore,Terrestrial
Sarcogyps calvus,Accipitridae,Accipitriformes,68.5,46.9,23,33.9,115,570,252.8,322,44,229.2,4469.9,Human Modified,Scavenger,Scavenger,Terrestrial
Spilornis cheela,Accipitridae,Accipitriformes,45.6,30.1,14.4,20.8,82.2,373.7,112.6,261.1,30.1,237.4,597.7,Forest,Carnivore,Vertivore,Insessorial
Spilornis elgini,Accipitridae,Accipitriformes,37.5,26.7,12.8,18.4,76.1,365.4,106.8,255.8,29.4,215.6,895,Forest,Carnivore,Vertivore,Insessorial
Spilornis holospilus,Accipitridae,Accipitriformes,37.5,27,12.2,18,75,340.1,103.8,234.5,30.7,221.7,705,Forest,Carnivore,Vertivore,Insessorial
Spilornis kinabaluensis,Accipitridae,Accipitriformes,34.6,24,13.4,16.8,72.6,368.5,107,261.5,29,227.5,597.7,Forest,Carnivore,Vertivore,Insessorial
Spilornis klossi,Accipitridae,Accipitriformes,38.2,28.9,13.5,18.8,74.7,297.2,87.8,209.4,29.5,198.2,450,Forest,Carnivore,Vertivore,Insessorial
Spilornis rufipectus,Accipitridae,Accipitriformes,34.6,25.1,13.3,17.4,64.3,328.6,105.5,221.5,32.4,214.4,705,Forest,Carnivore,Vertivore,Insessorial
Spizaetus isidori,Accipitridae,Accipitriformes,51.3,33.2,15.9,25.8,113.4,484.4,120.1,376.2,24.2,299,1197.4,Forest,Carnivore,Vertivore,Aerial
Spizaetus melanoleucus,Accipitridae,Accipitriformes,40.9,23.9,12.8,20.7,72.1,400.6,124.3,275.4,31.1,249,850,Forest,Carnivore,Vertivore,Aerial
Spizaetus ornatus,Accipitridae,Accipitriformes,39.1,23.7,12.3,20.2,93.8,353,59.1,287.3,17.2,289.5,1197.4,Forest,Carnivore,Vertivore,Generalist
Spizaetus tyrannus,Accipitridae,Accipitriformes,42.3,24.9,12.1,21,80.4,384.4,68.6,315.6,17.9,334.4,1007.1,Forest,Carnivore,Vertivore,Insessorial
Stephanoaetus coronatus,Accipitridae,Accipitriformes,53.3,36.1,16.7,29,94,496.4,111.5,393,22.1,367.1,3640,Forest,Carnivore,Vertivore,Generalist
Terathopius ecaudatus,Accipitridae,Accipitriformes,52.5,35.9,16.3,25.3,65.1,500.4,233.2,266,46.8,109,2200,Woodland,Carnivore,Omnivore,Generalist
Torgos tracheliotos,Accipitridae,Accipitriformes,89.1,64,30.4,45.5,138.4,711.4,276.8,434.5,39.1,339.2,6969,Grassland,Scavenger,Scavenger,Terrestrial
Trigonoceps occipitalis,Accipitridae,Accipitriformes,72.1,49.3,23.8,33.5,115.9,618,265,349.2,43.1,250,3016,Shrubland,Scavenger,Scavenger,Terrestrial
Urotriorchis macrourus,Accipitridae,Accipitriformes,35.4,19.6,13.3,16.5,78.9,286.5,68.2,218.2,23.8,373.8,492,Forest,Carnivore,Vertivore,Insessorial
Cathartes aura,Cathartidae,Accipitriformes,51.5,27.6,14.3,17.2,54,508.5,135.6,369,26.9,244,1518.2,Human Modified,Scavenger,Scavenger,Terrestrial
Cathartes burrovianus,Cathartidae,Accipitriformes,50.4,25.2,13.1,15.4,49,485.8,133.4,351.1,27.5,240.4,935,Grassland,Scavenger,Scavenger,Terrestrial
Cathartes melambrotus,Cathartidae,Accipitriformes,54.6,27.3,14.2,17.3,63.2,503,83.1,419.9,16.5,258,1373,Forest,Scavenger,Scavenger,Terrestrial
Coragyps atratus,Cathartidae,Accipitriformes,60,35,14.8,16.1,76.1,410.1,58.4,352.6,14.3,180,1881.7,Human Modified,Omnivore,Scavenger,Terrestrial
Gymnogyps californianus,Cathartidae,Accipitriformes,96.5,65.3,33.2,39,115.8,788,323.5,464.5,41.1,350.8,8442.7,Shrubland,Scavenger,Scavenger,Terrestrial
Sarcoramphus papa,Cathartidae,Accipitriformes,61.9,46,22.8,30.6,89.9,508.2,191.6,317.6,37.6,239,3400,Forest,Scavenger,Scavenger,Terrestrial
Vultur gryphus,Cathartidae,Accipitriformes,96.8,64.8,30.1,29.1,127.4,789.9,350.5,430.5,44.9,359.4,11236.1,Grassland,Scavenger,Scavenger,Terrestrial
Aix galericulata,Anatidae,Anseriformes,33,20.9,13.5,10.6,34.8,222.2,111.1,110.6,50.1,94.6,567,Forest,Herbivore,Herbivore aquatic,Generalist
Aix sponsa,Anatidae,Anseriformes,38.6,24.7,15.1,11.4,32.9,220.5,108.5,111,49.4,106.8,657.6,Wetland,Herbivore,Omnivore,Generalist
Alopochen aegyptiaca,Anatidae,Anseriformes,51.6,30.1,20.8,16.7,75.8,356,143,233.2,38,128.8,1873,Wetland,Herbivore,Omnivore,Generalist
Amazonetta brasiliensis,Anatidae,Anseriformes,38.9,28.4,14.9,12.8,32.2,180.6,61.9,126.6,32.9,90.1,500,Wetland,Herbivore,Herbivore aquatic,Aquatic
Anas acuta,Anatidae,Anseriformes,48.1,31.9,14.5,14.8,36.9,256.7,148.4,107.8,57.8,124.7,944.6,Wetland,Herbivore,Herbivore aquatic,Aquatic
Anas americana,Anatidae,Anseriformes,44.9,26.9,16,12.3,34.6,253.2,135.4,116.6,53.7,93.8,754.6,Wetland,Herbivore,Omnivore,Terrestrial
Anas andium,Anatidae,Anseriformes,40.1,32.8,14.8,12.6,31.8,224.2,101.7,124.8,44.9,82.2,434,Wetland,Omnivore,Herbivore aquatic,Aquatic
Anas aucklandica,Anatidae,Anseriformes,44.8,27.3,13.7,12.5,33.6,134.8,49.2,85,36.7,75.2,499.1,Wetland,Carnivore,Aquatic predator,Aquatic
Anas bahamensis,Anatidae,Anseriformes,41.5,31.8,15,12.8,34.1,205.5,92.3,113.2,44.9,87.2,490,Wetland,Omnivore,Herbivore aquatic,Aquatic
Anas bernieri,Anatidae,Anseriformes,35.3,27.4,13.2,11.1,31.5,194.7,73,121.7,37.5,77,378.5,Wetland,Herbivore,Herbivore aquatic,Generalist
Anas capensis,Anatidae,Anseriformes,39.6,31.4,14.8,13.4,32.8,193.2,93.6,99.6,48.5,62,402,Wetland,Omnivore,Aquatic predator,Aquatic
Anas castanea,Anatidae,Anseriformes,37.7,28.6,15,12.4,33.9,202,95.1,114.3,45.5,87.7,624,Wetland,Omnivore,Aquatic predator,Aquatic
Anas chlorotis,Anatidae,Anseriformes,42.7,31.4,18.2,14.2,35.6,196.6,94.1,99.9,48.5,77.8,499.1,Wetland,Herbivore,Herbivore aquatic,Aquatic
Anas clypeata,Anatidae,Anseriformes,68.8,47.9,18.6,18.7,33.8,226.4,130.2,94.2,58,75.1,612.6,Wetland,Omnivore,Aquatic predator,Aquatic
Anas crecca,Anatidae,Anseriformes,36.2,29.2,11.8,11.4,26.4,178.8,95.1,84.2,53.1,61.5,341.9,Wetland,Herbivore,Herbivore aquatic,Aquatic
Anas cyanoptera,Anatidae,Anseriformes,50.5,33.8,16,13.9,30.1,187.5,94.8,90.5,51,70.4,377.5,Wetland,Herbivore,Herbivore aquatic,Aquatic
Anas discors,Anatidae,Anseriformes,47.3,31.8,15.6,12.6,29.1,178.3,98.7,84.6,53.8,66.7,359.4,Wetland,Omnivore,Herbivore aquatic,Aquatic
Anas eatoni,Anatidae,Anseriformes,31.6,24.3,10.3,11.9,27.5,203.2,111.8,91.4,55.1,82.5,944.6,Wetland,Omnivore,Omnivore,Aquatic
Anas erythrorhyncha,Anatidae,Anseriformes,43.8,32.3,15.9,13.9,33,215,97.6,115,45.9,77.2,558.8,Wetland,Herbivore,Herbivore aquatic,Aquatic
Anas falcata,Anatidae,Anseriformes,46.1,31.6,16.2,13,36.4,238.3,129.5,108.5,54.5,63.7,645.8,Wetland,Herbivore,Herbivore aquatic,Aquatic
Anas flavirostris,Anatidae,Anseriformes,35.3,27.8,13.3,11.7,27.8,191,93.3,95.7,49.3,74.4,434,Wetland,Omnivore,Herbivore aquatic,Aquatic
Anas formosa,Anatidae,Anseriformes,37.9,28.8,14.7,13,32.1,206,116.3,87.7,57,77.2,434,Wetland,Herbivore,Herbivore aquatic,Aquatic
Anas fulvigula,Anatidae,Anseriformes,59.2,42.4,21.9,15.9,40.5,244.5,119.2,125.2,48.8,85.2,843.4,Wetland,Herbivore,Herbivore aquatic,Aquatic
Anas georgica,Anatidae,Anseriformes,34.3,25.7,13,13.1,31.3,205.6,97,109.7,47,89.4,623.8,Wetland,Herbivore,Herbivore aquatic,Aquatic
Anas gibberifrons,Anatidae,Anseriformes,35.9,28,14.2,11.8,31,190.4,84.2,105.3,44.4,71.1,488.1,Wetland,Omnivore,Aquatic predator,Aquatic
Anas gracilis,Anatidae,Anseriformes,39.2,30.1,15.3,12,32.9,192.2,91.8,102,47.3,72,488.1,Wetland,Omnivore,Aquatic predator,Aquatic
Anas hottentota,Anatidae,Anseriformes,36,27.1,12.7,11.1,23.4,147,62.4,84.7,42.4,61.8,276.4,Wetland,Herbivore,Omnivore,Generalist
Anas laysanensis,Anatidae,Anseriformes,43.2,28.9,13.6,11,34.4,198.5,84,114.5,42,86,843.4,Wetland,Carnivore,Aquatic predator,Aquatic
Anas luzonica,Anatidae,Anseriformes,54.6,38.3,20.1,14.3,39.2,237,105.2,131.8,44.3,84.2,832,Wetland,Omnivore,Herbivore aquatic,Aquatic
Anas melleri,Anatidae,Anseriformes,62.1,42.9,23.3,15.4,39,245.6,113.8,127.2,47.2,91,959.2,Wetland,Herbivore,Herbivore aquatic,Aquatic
Anas nesiotis,Anatidae,Anseriformes,34,24.4,11.9,11.2,32.2,122,42.6,79.4,34.9,72,499.1,Wetland,Carnivore,Aquatic predator,Aquatic
Anas penelope,Anatidae,Anseriformes,38.5,26.5,15.5,12.4,35.5,250.6,143,107.2,57.2,89.7,770,Wetland,Herbivore,Omnivore,Terrestrial
Anas platalea,Anatidae,Anseriformes,65.2,44.3,19.4,16.9,31.2,209.8,111.8,98,53.3,91.8,465.4,Wetland,Herbivore,Herbivore aquatic,Aquatic
Anas platyrhynchos,Anatidae,Anseriformes,58.5,41,20.8,17.8,40.6,263.4,133.5,129.9,50.7,86.9,843.4,Wetland,Herbivore,Herbivore aquatic,Aquatic
Anas poecilorhyncha,Anatidae,Anseriformes,61,41.1,21,15.7,41.8,270.3,130.1,141.2,47.9,94.1,1000,Wetland,Herbivore,Herbivore aquatic,Aquatic
Anas puna,Anatidae,Anseriformes,48.3,37.8,15.8,16,29.3,214,94.4,119.6,44.1,74.8,595.2,Wetland,Herbivore,Herbivore aquatic,Aquatic
Anas querquedula,Anatidae,Anseriformes,39.2,30,13.8,12.5,26,188.2,105.6,82.2,56.1,64.2,325.6,Wetland,Omnivore,Herbivore aquatic,Aquatic
Anas rhynchotis,Anatidae,Anseriformes,63.8,45.4,19.4,17.4,30.8,224.2,123,101.2,54.8,71,639,Wetland,Carnivore,Aquatic predator,Aquatic
Anas rubripes,Anatidae,Anseriformes,59.4,42,20.4,17,41.9,267.2,136.5,129.2,51.4,73.5,1241,Wetland,Omnivore,Herbivore aquatic,Aquatic
Anas sibilatrix,Anatidae,Anseriformes,37.6,24,15.2,12.2,36.3,245,119.8,123,49.5,83.8,923.2,Wetland,Herbivore,Omnivore,Terrestrial
Anas smithii,Anatidae,Anseriformes,63.6,43.3,18.9,16.5,34.6,229.2,115.8,113.5,50.5,72.5,591.5,Wetland,Carnivore,Aquatic predator,Aquatic
Anas sparsa,Anatidae,Anseriformes,48.4,33.1,20.1,13.8,38.3,247.4,107.5,136.8,44,112.4,981.5,Wetland,Omnivore,Omnivore,Aquatic
Anas strepera,Anatidae,Anseriformes,48.7,34.7,16.5,13.7,36.5,251.3,137,113,54.8,83,915.6,Wetland,Herbivore,Herbivore aquatic,Aquatic
Anas superciliosa,Anatidae,Anseriformes,57.5,40.4,20,15.8,39.2,251.2,118.8,132.8,47.1,78,882.8,Wetland,Herbivore,Herbivore aquatic,Aquatic
Anas undulata,Anatidae,Anseriformes,53.3,36.6,18.7,13.9,37.1,240.6,103.2,128.8,44.5,96,1008,Wetland,Herbivore,Herbivore aquatic,Aquatic
Anas versicolor,Anatidae,Anseriformes,41.2,31.4,15.4,14.3,28.3,185,91.8,92.2,49.9,68.6,595.2,Wetland,Herbivore,Herbivore aquatic,Aquatic
Anas wyvilliana,Anatidae,Anseriformes,47.2,33.3,15.8,13.6,34,220,101.8,118.2,46.1,69.8,843.4,Riverine,Omnivore,Omnivore,Generalist
Anser albifrons,Anatidae,Anseriformes,48.7,27.6,18.4,17.5,65,408.2,213.8,192.8,52.6,123.5,2506.4,Grassland,Herbivore,Herbivore terrestrial,Terrestrial
Anser anser,Anatidae,Anseriformes,61.2,31.8,22.5,21.6,76.2,435.7,204.7,229.4,47.2,136.1,3302.4,Wetland,Herbivore,Herbivore terrestrial,Terrestrial
Anser brachyrhynchus,Anatidae,Anseriformes,48.9,26.2,18.7,15.2,74,432.2,210.8,217,49.3,140.6,2642,Grassland,Herbivore,Herbivore terrestrial,Terrestrial
Anser cygnoides,Anatidae,Anseriformes,92.7,42.5,24.2,19.9,76.1,422.2,195,227.2,46.1,122.8,3511.9,Wetland,Herbivore,Herbivore terrestrial,Terrestrial
Anser erythropus,Anatidae,Anseriformes,40.9,21.6,15.5,13.7,61.2,369,195.5,173,53.1,112.4,1755.5,Grassland,Herbivore,Herbivore terrestrial,Terrestrial
Anser fabalis,Anatidae,Anseriformes,72.7,40.3,22.1,22.9,77.2,448.6,225.4,223.6,50.2,133.9,2754.7,Wetland,Herbivore,Herbivore terrestrial,Terrestrial
Anser indicus,Anatidae,Anseriformes,49.9,25.2,19.8,14,70.8,437.8,215.2,213,50.3,132.6,2212.6,Wetland,Herbivore,Herbivore terrestrial,Terrestrial
Aythya affinis,Anatidae,Anseriformes,47.3,29.4,19.6,13.4,34.9,198.2,101,97,51,53.4,819.5,Wetland,Omnivore,Aquatic predator,Aquatic
Aythya americana,Anatidae,Anseriformes,49.7,33,18.8,14.6,35.7,218.6,104.6,122.4,46,56,1075.7,Wetland,Herbivore,Herbivore aquatic,Aquatic
Aythya australis,Anatidae,Anseriformes,45.6,29.1,20.3,15.5,33.7,213.6,100.1,113.2,47,56,869.4,Wetland,Carnivore,Aquatic predator,Aquatic
Aythya baeri,Anatidae,Anseriformes,44.7,31,20.8,14.1,31.7,201.8,97.6,102.2,48.8,58.2,681.2,Wetland,Omnivore,Herbivore aquatic,Aquatic
Aythya collaris,Anatidae,Anseriformes,51.4,29.9,18.9,13.6,33.2,194.8,92.6,99.4,48.2,57.6,704.6,Wetland,Omnivore,Herbivore aquatic,Aquatic
Aythya ferina,Anatidae,Anseriformes,50.5,30.5,17.9,13.7,35,208.6,104.4,104.2,50.1,53.7,823,Wetland,Herbivore,Herbivore aquatic,Aquatic
Aythya fuligula,Anatidae,Anseriformes,43.9,27.6,19.5,13.2,31.3,196.9,99,98.6,50.1,53.4,701.2,Wetland,Omnivore,Herbivore aquatic,Aquatic
Aythya innotata,Anatidae,Anseriformes,50.8,30.2,20.1,12.4,32.9,187.2,87,98.3,46.9,63.2,685,Wetland,Omnivore,Aquatic predator,Aquatic
